id,ACTION
1,0.9771479181839224
2,1
3,0.9931873115044556
4,0.9188724123072344
5,0.9531288341405614
6,0.9987529356373395
7,0.9892655478642723
8,1
9,0.8722669229425818
10,0.8555036926579657
11,0.8940383701461023
12,0.9941400096823596
13,0.9460298821632888
14,0.9010822997613956
15,0.9811873224808251
16,0.846521696934008
17,0.900069042279723
18,1
19,0.9845074511570306
20,1
21,0.9570237776871403
22,0.9116762157024595
23,0.9624375531296201
24,0.9912928391341335
25,0.9115229059495659
26,0.9408341848815565
27,1
28,0.9187384406570623
29,1
30,0.9398885498564445
31,0.8987671303500425
32,0.9997542766724861
33,0.9426946743004744
34,0.96418874185718
35,1
36,0.945276616066208
37,0.9958520502182847
38,0.8019671501320258
39,0.890662295898151
40,1
41,0.8736944550239459
42,0.9397366417944165
43,0.9563564841418464
44,0.999257621257218
45,0.9977182431368791
46,0.8388308598372116
47,1
48,0.9489004064282984
49,0.9997542766724861
50,0.9931873115044556
51,0.90637117613319
52,0.9290864549609609
53,0.9862746454441081
54,1
55,0.9652767173824994
56,0.8937276596335036
57,0.9997542766724861
58,0.9943857330098737
59,0.9680192435967073
60,0.9916356187778069
61,0.9982399167172833
62,0.8167332965393259
63,0.7262708115106843
64,0.995940509378498
65,0.9708316698555487
66,0.9195268719974676
67,0.999257621257218
68,1
69,0.97479083823039
70,0.9506365855641802
71,0.9387331845029929
72,0.9613431606802437
73,0.9843249891562088
74,1
75,1
76,1
77,0.965121267700974
78,0.97479083823039
79,0.9277305920148817
80,0.923229933894569
81,0.8728748041812492
82,0.8679638228976262
83,1
84,0.9847824355435157
85,1
86,0.9446991556628956
87,0.9335357882745762
88,0.9635005120489551
89,0.8613546568811963
90,0.9997542766724861
91,0.9960977735457986
92,0.9966475458843509
93,0.9565510290358563
94,0.9009952890886596
95,0.9283156382142814
96,0.9633267492579904
97,0.9101604997228794
98,0.9869054142106397
99,0.9899573915146616
100,0.9604325475952489
101,0.9951981306357158
102,0.9384060554774638
103,1
104,0.8691716281920427
105,0.9757649890600019
106,0.9977182431368791
107,1
108,0.9626683123306569
109,0.9977182431368791
110,0.7562537148812158
111,0.7941524990472902
112,0.954840249378054
113,0.8485888483665204
114,0.9117330397512001
115,0.9423521914363056
116,1
117,0.9620462463852207
118,0.9792298014808327
119,0.9878289327649368
120,0.9987529356373395
121,0.9541461333718414
122,1
123,0.8953270059524632
124,0.9457696404234419
125,1
126,0.8491425593089867
127,0.9340279685943249
128,0.9805902604690241
129,0.9402988271589233
130,0.9379643284468802
131,0.9731596190501373
132,0.9609127269065825
133,0.9452092287237683
134,0.9781918336813691
135,0.9600972177198209
136,0.96418874185718
137,0.9053775591895642
138,0.9339340262478399
139,0.8463456954740254
140,0.9855471759018158
141,0.9987529356373395
142,1
143,0.983873315836735
144,0.9508823088916942
145,1
146,0.9192879106592509
147,0.8611133008853287
148,0.9781918336813691
149,1
150,0.8752913723953092
151,0.920539416152602
152,0.9402970705166349
153,0.9863144322616515
154,0.8949008782600161
155,0.8274631727057302
156,0.9026392000613487
157,0.8564477692717519
158,1
159,1
160,1
161,0.9091325653722446
162,0.9798316023362902
163,1
164,0.919683493269072
165,0.9899573915146616
166,0.9811873224808251
167,0.9771092466690326
168,0.8185597170713265
169,0.9657519581142914
170,0.9464636778348304
171,0.9592178493622161
172,1
173,0.9672656676025487
174,1
175,0.9677582298228681
176,0.9211235214918123
177,0.9279139397044813
178,0.9735431205342937
179,1
180,0.9162787469666355
181,0.7282287197769892
182,0.9435409854778141
183,0.9997542766724861
184,0.9082789076857205
185,1
186,0.9331758722224986
187,1
188,0.913160395150875
189,0.9016065432379419
190,0.9702965581734883
191,0.9217628902780414
192,0.9554878422443696
193,0.9155783085655503
194,1
195,0.9937925762361332
196,1
197,0.9419057388036982
198,0.9142219076576985
199,1
200,0.585308828025282
201,0.9186901977239788
202,0.9792298014808327
203,0.9724307842994665
204,0.9955378452320083
205,0.9825267500957747
206,1
207,0.9508823088916942
208,0.886230704494389
209,0.9732973972067797
210,0.7956335115190402
211,1
212,0.9456355072302958
213,1
214,0.9596673030299361
215,0.9308818969000119
216,1
217,1
218,0.8844483543531579
219,0.9899573915146616
220,0.8734578330807335
221,0.9233049790181976
222,1
223,0.9882831646621579
224,0.8377867529578393
225,1
226,0.9547026343845664
227,0.8292220604094634
228,0.9966475458843509
229,0.9821133591994111
230,1
231,0.9892850850502541
232,0.7891491103001002
233,1
234,0.8783671775790619
235,0.9333648099685706
236,0.8575924182070139
237,0.9420918947485957
238,0.9264459834185229
239,0.987082019555186
240,0.8723504213361016
241,0.9821133591994111
242,0.8850417867610462
243,0.8615020136801179
244,0.9029138880944121
245,0.9045381534989949
246,0.9508823088916942
247,0.9322513075753182
248,0.9887251567364639
249,1
250,0.968638370881854
251,0.9885907319131702
252,0.8543947710604018
253,0.9117330397512001
254,1
255,0.9925693585811133
256,1
257,0.9662511649687153
258,0.9078909971720747
259,0.9898348573888065
260,1
261,0.8869013947466254
262,0.9312232232032631
263,1
264,0.9949673216347222
265,1
266,0.904788074480704
267,0.9001873965234128
268,0.9915733067510322
269,0.9943857330098737
270,1
271,0.9811873224808251
272,0.9598903260067779
273,1
274,0.9334843820210904
275,0.9055701799684438
276,0.9892655478642723
277,0.9821133591994111
278,0.9540587109885148
279,0.7495626762920444
280,0.918488904198004
281,1
282,0.9997542766724861
283,0.9593392103715896
284,0.8942721681045268
285,0.9777148885095486
286,0.9728200657713434
287,0.9580235602966176
288,1
289,1
290,0.9464636778348304
291,0.869387164043445
292,0.9162869943221109
293,0.9508823088916942
294,1
295,0.9573387763657182
296,0.9377502051507596
297,0.7421900111873342
298,0.9276877653662035
299,0.9742896072271677
300,1
301,0.910335737554591
302,0.9987529356373395
303,1
304,0.9630349603810846
305,0.9163013816512557
306,0.9250970061885863
307,1
308,0.9289806292630319
309,0.9691647084074563
310,1
311,0.9955378452320083
312,0.9405977498007819
313,0.965444819963195
314,0.8949850703543898
315,0.9873246148579108
316,1
317,0.9626044834157025
318,0.9966475458843509
319,1
320,0.9810497714564053
321,1
322,0.8012145963718955
323,0.9997542766724861
324,0.9172291023724962
325,0.857526172889131
326,0.7913548637078657
327,0.9987529356373395
328,0.9788837908427648
329,0.7872145628805431
330,0.9901780092932007
331,1
332,0.958769358956368
333,0.9261363975706857
334,0.8074040855894646
335,0.9893530546445959
336,0.8791169900669208
337,1
338,0.96418874185718
339,0.9925693585811133
340,0.8756185840005252
341,0.9692804508633183
342,0.8634345760070706
343,0.9254429468368275
344,0.9960977735457986
345,0.9831198189724646
346,0.7863273591246507
347,0.8406794530449413
348,0.9744434108497124
349,0.9469880313037007
350,0.9277305920148817
351,0.9580907561024117
352,0.9906328689543625
