id,ACTION
1,0.9925376984126985
2,0.968763888888889
3,0.9789134920634921
4,0.9894456349206349
5,0.983688888888889
6,0.9701404761904763
7,0.9280984126984124
8,0.9950833333333332
9,0.9440043650793652
10,0.9130452380952382
11,0.8554456349206352
12,1
13,0.9654007936507936
14,0.9252492063492064
15,0.899840873015873
16,0.9671670634920637
17,0.9330773809523809
18,0.987
19,0.9708297619047621
20,0.9932039682539682
21,0.9697281746031747
22,0.9203996031746033
23,0.9917539682539684
24,0.8844884920634919
25,0.9873321428571429
26,0.9473615079365081
27,0.9859503968253969
28,0.9876619047619047
29,0.9885896825396826
30,0.9485928571428571
31,0.9714690476190477
32,0.9974920634920637
33,0.9651273809523813
34,0.9766107142857144
35,1
36,0.9084571428571431
37,0.9167166666666671
38,0.93679126984127
39,0.959640873015873
40,0.9915428571428571
41,0.9003067460317463
42,0.9818682539682542
43,0.9913253968253969
44,0.9960992063492063
45,0.9919404761904762
46,0.9468861111111114
47,0.9838515873015872
48,0.9602023809523811
49,0.9646349206349205
50,0.9840182539682539
51,0.9177575396825399
52,0.9861972222222224
53,0.992738888888889
54,1
55,0.7542706349206348
56,0.9425460317460315
57,0.9897603174603176
58,0.9932920634920636
59,0.9674265873015874
60,0.9401678571428571
61,0.999875
62,0.8644357142857151
63,0.9298829365079365
64,0.9983214285714286
65,0.9893936507936508
66,0.9458992063492062
67,0.9975626984126985
68,0.99875
69,0.9619222222222222
70,0.8342392857142855
71,0.9602357142857143
72,0.9404948412698414
73,0.9820424603174601
74,1
75,0.9909686507936508
76,0.9880400793650792
77,0.9433964285714286
78,0.9501190476190478
79,0.796935714285714
80,0.9855543650793649
81,0.8955126984126984
82,0.9839928571428571
83,0.9408170634920634
84,0.9738809523809525
85,0.9848
86,0.9707722222222223
87,0.9822186507936507
88,0.9324960317460318
89,0.8316515873015876
90,0.9347595238095239
91,0.9886123015873014
92,0.9926793650793649
93,0.9892321428571429
94,0.9637055555555556
95,0.9760742063492065
96,0.9535793650793651
97,0.8088111111111113
98,0.9763837301587303
99,0.9764626984126986
100,0.9828603174603177
101,0.990831349206349
102,0.97604126984127
103,0.9943924603174604
104,0.9233099206349207
105,0.9770599206349205
106,0.9395650793650794
107,0.9972440476190476
108,0.9649023809523809
109,0.993688888888889
110,0.8450825396825397
111,0.4963099206349205
112,0.9650797619047617
113,0.9068734126984125
114,0.8998150793650794
115,0.9738190476190478
116,0.9973888888888889
117,0.9780575396825396
118,0.9842103174603175
119,0.9890920634920635
120,0.9471841269841271
121,0.9476749999999999
122,0.9837777777777779
123,0.8912781746031747
124,0.9662261904761907
125,0.9878472222222222
126,0.9818920634920635
