id,ACTION
1,0.9960044511004411
2,0.9990997123115679
3,0.9988242398305462
4,0.9967811923918051
5,0.997040962932837
6,0.9959593829195091
7,0.99839744563966
8,0.9987069352622692
9,0.9989534330093718
10,0.9961826666946492
11,0.9964042364215278
12,0.9988127001983175
13,0.996528372310279
14,0.9942525830655691
15,0.9984552351782315
16,0.993122792416917
17,0.99778142714888
18,0.9970232748428323
19,0.9960919143923149
20,0.9999999998993709
21,0.9992550160351429
22,0.9971598939160375
23,0.9990965723910566
24,0.9967285183832489
25,0.9984162127764623
26,0.9996319387681927
27,1
28,0.9970281771360809
29,0.9982210785003593
30,0.9969952679309307
31,0.9969319169509773
32,0.9992099155777233
33,0.9932894294430116
34,0.9971883371866986
35,0.9984448998759916
36,0.9975705033934813
37,0.9947627410008304
38,1
39,0.9942408838427171
40,0.9981319340189901
41,0.9938399601832419
42,0.9956233599416949
43,0.996669159482557
44,0.9992345740771074
45,0.9968343049156437
46,0.9915877734524662
47,0.9981826491081284
48,0.9966188983971409
49,0.9988848238626905
50,0.9992100242002722
51,0.999607470368085
52,0.9945695080879614
53,0.9983292551572801
54,0.9999999999920934
55,0.9891121411797543
56,0.9908601263771566
57,0.9996372176601745
58,0.9985581722185175
59,0.9987464713948796
60,0.9978074520622111
61,0.9956032623489055
62,0.994297756981605
63,0.9912556335251242
64,0.9971816166388583
65,0.9978583395064035
66,0.9985707083687455
67,0.9991541971238089
68,0.9993281503003446
69,0.9966407956070963
70,0.9940262381705816
71,0.9925020596969337
72,0.9967569132631743
73,0.9985621505616574
74,0.9989307835224077
75,0.9988446276158307
76,0.9980937975760447
77,0.9976599891868498
78,0.998441133450566
79,0.9982084235556543
80,0.9994358991400741
81,0.9999081392510838
82,0.9975118350293248
83,0.9989735414275246
84,0.9982993202746553
85,0.9991197389906085
86,0.9954855784935163
87,0.9974320621327399
88,0.9994479134422243
89,0.9967272433644944
90,0.9982629858031343
91,0.9987761894333493
92,0.9999976989277958
93,0.9948970537392389
94,0.9945577509138552
95,0.9987351628082797
96,0.9961889279125593
97,0.9970787162002305
98,0.9984819031658886
99,0.995866416744357
100,0.9912731883560573
101,0.9973841328784195
102,0.9990180060335354
103,0.9978650435681627
104,0.9930757449706589
105,0.9969651772580591
106,0.9951850693563753
107,0.9971005452974481
108,0.997285141926467
109,0.9978848521384828
110,0.9906707444541759
111,0.9895269421097985
112,0.9978138770971753
113,0.9974175452288389
114,0.9981963483118393
115,0.9963473142198704
116,0.9992092009410798
117,0.9953637850662077
118,0.9964479295361831
119,0.9988226457257909
120,0.9990750236213214
121,0.9963452542743889
122,0.9964603242318893
123,0.9948983335964388
124,0.9988256112391045
125,0.9979795155853066
126,0.9965704754505381
127,0.9960238444054612
128,0.9998108667288779
129,0.9963811120420941
130,0.997106840222994
131,0.9981857800633166
132,0.9962807624934406
133,0.9984420128886861
134,0.9975520618007927
135,0.999352913600663
136,0.9961150181821181
137,0.9981164652802532
138,0.9969975288883687
139,0.9945575889736389
140,0.9976391690202687
141,0.998530329935998
142,0.9972385429123922
143,0.9991467509358385
144,0.9990111656019998
145,0.9979159841860029
146,0.9999014679025813
147,0.9967398626257974
148,0.998915793460768
149,0.9989168331999498
150,0.9980563133333193
151,0.9961437552247023
152,0.9947907096924065
153,0.9859214440577018
154,0.9975767118866908
155,0.987359378603839
156,0.9975805799212053
157,0.9955468739597416
158,0.9973987905270351
159,0.9865450053435724
160,0.9965296680494774
161,0.9962009282111464
162,0.9986957512516709
163,0.9990012724451471
164,0.99612507126031
165,0.9963966213240003
166,0.9997471253042798
167,0.9984129870984777
168,0.9950213690390184
169,0.999362928290697
170,0.9968320340834699
171,0.9963011045661246
172,0.998004091117785
173,0.9973643181027146
174,0.9966915210631208
175,0.9992866825812671
176,0.9961373521821829
177,0.9907879345080053
178,0.9987493022454661
179,0.9992341030163567
180,0.9959691714511281
